Date,Account,Category,Subcategory,Note,MYR,Income/Expense,Description,Amount,Currency,Account2
18/1/2025,Public Bank,🧘🏼 Health,Toiletries,,22.15,Expense,,22.15,MYR,22.15
18/1/2025,Public Bank,🍜 Food,Lunch,,26.9,Expense,,26.9,MYR,26.9
18/1/2025,Public Bank,🧘🏼 Health,Toiletries,,125.75,Expense,,125.75,MYR,125.75
18/1/2025,Public Bank,🍜 Food,Groceries,,45.96,Expense,,45.96,MYR,45.96
19/1/2025,Public Bank,🍜 Food,Lunch,,10,Expense,,10,MYR,10
19/1/2025,Public Bank,🍜 Food,Dinner,,10.5,Expense,,10.5,MYR,10.5
19/1/2025,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
19/1/2025,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
19/1/2025,Cash,Touch N Go,,,50,Expense,,50,MYR,50
19/1/2025,Public Bank,🍜 Food,Groceries,,42.15,Expense,,42.15,MYR,42.15
20/1/2025,Cash,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5
20/1/2025,Cash,Other,Other,Plastik Sampah,6.9,Expense,,6.9,MYR,6.9
21/1/2025,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2
21/1/2025,Cash,🍜 Food,Beverages,,2.2,Expense,,2.2,MYR,2.2
21/1/2025,Cash,🍜 Food,Lunch,,13,Expense,,13,MYR,13
22/1/2025,Public Bank,Other,Other,Duti Setem,10,Expense,,10,MYR,10
22/1/2025,Public Bank,🤑 Allowance,,STR,150,Income,,150,MYR,150
22/1/2025,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3
22/1/2025,Public Bank,Other,Other,Bday Kak Fara,20,Expense,,20,MYR,20
23/1/2025,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2
23/1/2025,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5
23/1/2025,Cash,🍜 Food,Groceries,,20,Expense,,20,MYR,20
23/1/2025,Public Bank,🍜 Food,Groceries,Protein Powder,139,Expense,,139,MYR,139
24/1/2025,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
24/1/2025,Cash,🍜 Food,Dinner,,9,Expense,,9,MYR,9
25/1/2025,Cash,🍜 Food,Dinner,,16.3,Expense,,16.3,MYR,16.3
25/1/2025,Public Bank,🍜 Food,Groceries,,17.8,Expense,,17.8,MYR,17.8
26/1/2025,Cash,Public Bank,,,10,Transfer-Out,,10,MYR,10
27/1/2025,Public Bank,Phone,Yoodo,,17,Expense,,17,MYR,17
27/1/2025,Cash,🍜 Food,Dinner,,3,Expense,,3,MYR,3
27/1/2025,Cash,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5
27/1/2025,Public Bank,🍜 Food,Groceries,,10.5,Expense,,10.5,MYR,10.5
28/1/2025,Cash,🍜 Food,Lunch,,2,Expense,,2,MYR,2
28/1/2025,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10
28/1/2025,Public Bank,🍜 Food,Beverages,,7,Expense,,7,MYR,7
28/1/2025,Public Bank,🍜 Food,Dinner,,9,Expense,,9,MYR,9
28/1/2025,Public Bank,Other,Other,Busker,5,Expense,,5,MYR,5
29/1/2025,Public Bank,Other,Other,Bday Ramizah,40,Expense,,40,MYR,40
29/1/2025,Public Bank,🍜 Food,Dinner,,12,Expense,,12,MYR,12
29/1/2025,Public Bank,Other,Other,Homestay + Doorgift Pika,64.55,Expense,,64.55,MYR,64.55
30/1/2025,Cash,🍜 Food,Dinner,,16.7,Expense,,16.7,MYR,16.7
31/1/2025,Bank Islam,Rent,,,450,Expense,,450,MYR,450
31/1/2025,Public Bank,Other,Other,KR Convention,80,Expense,,80,MYR,80
31/1/2025,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
31/1/2025,Cash,🍜 Food,Dinner,,12,Expense,,12,MYR,12
1/2/2025,Public Bank,🍜 Food,Eating out,,4.2,Expense,,4.2,MYR,4.2
1/2/2025,Public Bank,Other,Other,KR Merch,89,Expense,,89,MYR,89
1/2/2025,Public Bank,🍜 Food,Lunch,,30,Expense,,30,MYR,30
1/2/2025,Public Bank,🧘🏼 Health,Toiletries,,9.75,Expense,,9.75,MYR,9.75
1/2/2025,Public Bank,🍜 Food,Groceries,,19.2,Expense,,19.2,MYR,19.2
2/2/2025,Public Bank,🍜 Food,Lunch,,10,Expense,,10,MYR,10
2/2/2025,Public Bank,🍜 Food,Dinner,,10.5,Expense,,10.5,MYR,10.5
2/2/2025,Public Bank,Other,Other,,20,Expense,,20,MYR,20
3/2/2025,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2
3/2/2025,Cash,🍜 Food,Dinner,,3,Expense,,3,MYR,3
3/2/2025,Cash,🍜 Food,Lunch,,6.5,Expense,,6.5,MYR,6.5
3/2/2025,Public Bank,Other,Shopee,,46.85,Expense,,46.85,MYR,46.85
4/2/2025,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3
4/2/2025,Cash,🍜 Food,Dinner,,3,Expense,,3,MYR,3
4/2/2025,Cash,🍜 Food,Beverages,,2,Expense,,2,MYR,2
4/2/2025,Cash,🍜 Food,Eating out,Asam,5,Expense,,5,MYR,5
4/2/2025,Cash,🍜 Food,Groceries,Kurma,15,Expense,,15,MYR,15
4/2/2025,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10
4/2/2025,Public Bank,🍜 Food,Groceries,,9.3,Expense,,9.3,MYR,9.3
5/2/2025,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
6/2/2025,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
6/2/2025,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
6/2/2025,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
6/2/2025,Cash,🍜 Food,Dinner,,8,Expense,,8,MYR,8
6/2/2025,Public Bank,🤑 Allowance,,Ijat Hutang,90,Income,,90,MYR,90
7/2/2025,Public Bank,🍜 Food,Lunch,,15,Expense,,15,MYR,15
7/2/2025,Cash,🍜 Food,Eating out,,6.2,Expense,,6.2,MYR,6.2
8/2/2025,Public Bank,🚖 Transport,Minyak,,30,Expense,,30,MYR,30
8/2/2025,Public Bank,Other,Other,JJCM,32,Expense,,32,MYR,32
8/2/2025,Public Bank,🍜 Food,Groceries,,57.95,Expense,,57.95,MYR,57.95
9/2/2025,Cash,🧘🏼 Health,Dobi,,16,Expense,,16,MYR,16
9/2/2025,Public Bank,🍜 Food,Dinner,,11,Expense,,11,MYR,11
10/2/2025,Public Bank,💰 Salary,,,1393.25,Income,,1393.25,MYR,1393.25
10/2/2025,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2
10/2/2025,Cash,🍜 Food,Dinner,,2,Expense,,2,MYR,2
10/2/2025,Public Bank,Other,Hutang,Pami 630,30,Expense,,30,MYR,30
10/2/2025,Public Bank,Mak,,,50,Expense,,50,MYR,50
10/2/2025,Public Bank,Kak Ani,,,100,Expense,,100,MYR,100
10/2/2025,Public Bank,Phone,Maxis,,58.3,Expense,,58.3,MYR,58.3
10/2/2025,Cash,🍜 Food,Lunch,,6.5,Expense,,6.5,MYR,6.5
10/2/2025,Public Bank,🍜 Food,Dinner,,17,Expense,,17,MYR,17
11/2/2025,Public Bank,🎮 Game,Honkai Star Rail,,19.9,Expense,,19.9,MYR,19.9
11/2/2025,Public Bank,🍜 Food,Dinner,,15.3,Expense,,15.3,MYR,15.3
12/2/2025,Cash,🍜 Food,Lunch,,13,Expense,,13,MYR,13
12/2/2025,Cash,🍜 Food,Dinner,,8,Expense,,8,MYR,8
12/2/2025,Cash,Other,Other,Hadiah Farid,20,Expense,,20,MYR,20
13/2/2025,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5
13/2/2025,Cash,🍜 Food,Dinner,,8.5,Expense,,8.5,MYR,8.5
13/2/2025,Public Bank,🍜 Food,Groceries,,20,Expense,,20,MYR,20
14/2/2025,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
14/2/2025,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
14/2/2025,Public Bank,🍜 Food,Lunch,,12,Expense,,12,MYR,12
14/2/2025,Public Bank,🍜 Food,Dinner,,9,Expense,,9,MYR,9
14/2/2025,Cash,🍜 Food,Beverages,,6.5,Expense,,6.5,MYR,6.5
14/2/2025,Public Bank,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8
15/2/2025,Public Bank,🎮 Game,Arknight,,22.99,Expense,,22.99,MYR,22.99
15/2/2025,Public Bank,🍜 Food,Dinner,,13,Expense,,13,MYR,13
16/2/2025,Cash,🧘🏼 Health,Toiletries,,22.15,Expense,,22.15,MYR,22.15
17/2/2025,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2
17/2/2025,Cash,🍜 Food,Beverages,,2.2,Expense,,2.2,MYR,2.2
17/2/2025,Cash,🍜 Food,Dinner,,11,Expense,,11,MYR,11
17/2/2025,Cash,🍜 Food,Lunch,,9,Expense,,9,MYR,9
18/2/2025,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2
18/2/2025,Cash,🍜 Food,Dinner,,2,Expense,,2,MYR,2
18/2/2025,Cash,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8
18/2/2025,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
19/2/2025,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
19/2/2025,Cash,🍜 Food,Dinner,,8,Expense,,8,MYR,8
20/2/2025,Public Bank,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5
20/2/2025,Public Bank,🍜 Food,Dinner,,7.5,Expense,,7.5,MYR,7.5
20/2/2025,Cash,🍜 Food,Groceries,,10,Expense,,10,MYR,10
21/2/2025,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
21/2/2025,Cash,🍜 Food,Dinner,,3,Expense,,3,MYR,3
22/2/2025,Public Bank,PTPTN,,,100,Expense,,100,MYR,100
22/2/2025,Public Bank,🍜 Food,Eating out,,28,Expense,,28,MYR,28
22/2/2025,Public Bank,🍜 Food,Beverages,,8.5,Expense,,8.5,MYR,8.5
22/2/2025,Public Bank,🍜 Food,Eating out,,19.9,Expense,,19.9,MYR,19.9
23/2/2025,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
23/2/2025,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
23/2/2025,Cash,🧘🏼 Health,Gunting Rambut,,12,Expense,,12,MYR,12
23/2/2025,Cash,Touch N Go,,,50,Expense,,50,MYR,50
23/2/2025,Public Bank,🍜 Food,Lunch,,10.1,Expense,,10.1,MYR,10.1
23/2/2025,Public Bank,🍜 Food,Groceries,,10.15,Expense,,10.15,MYR,10.15
23/2/2025,Public Bank,🍜 Food,Dinner,,14,Expense,,14,MYR,14
23/2/2025,Public Bank,🎮 Game,Honkai Star Rail,,39.9,Expense,,39.9,MYR,39.9
24/2/2025,Public Bank,🧘🏼 Health,Medical Checkup,,1,Expense,,1,MYR,1
24/2/2025,Public Bank,🧘🏼 Health,Medical Checkup,,2,Expense,,2,MYR,2
24/2/2025,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2
24/2/2025,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
24/2/2025,Cash,🍜 Food,Dinner,,8,Expense,,8,MYR,8
25/2/2025,Cash,🍜 Food,Lunch,,16,Expense,,16,MYR,16
25/2/2025,Public Bank,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8
25/2/2025,Public Bank,🍜 Food,Dinner,,15.3,Expense,,15.3,MYR,15.3
26/2/2025,Public Bank,Phone,Yoodo,,17,Expense,,17,MYR,17
26/2/2025,Cash,🍜 Food,Lunch,,15,Expense,,15,MYR,15
26/2/2025,Cash,Other,Other,Plastik Sampah,6.9,Expense,,6.9,MYR,6.9
27/2/2025,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
27/2/2025,Cash,🍜 Food,Lunch,,3,Expense,,3,MYR,3
27/2/2025,Cash,🍜 Food,Groceries,,20,Expense,,20,MYR,20
28/2/2025,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
28/2/2025,Public Bank,🤑 Allowance,,,50,Income,,50,MYR,50
28/2/2025,Public Bank,🍜 Food,Groceries,,32.05,Expense,,32.05,MYR,32.05
1/3/2025,Public Bank,Phone,Yoodo,,15,Expense,,15,MYR,15
1/3/2025,Public Bank,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8
1/3/2025,Public Bank,🍜 Food,Dinner,,14.9,Expense,,14.9,MYR,14.9
1/3/2025,Public Bank,🍜 Food,Groceries,,25.8,Expense,,25.8,MYR,25.8
2/3/2025,Public Bank,Rent,,,450,Expense,,450,MYR,450
2/3/2025,Public Bank,🧥 Apparel,,,67,Expense,,67,MYR,67
2/3/2025,Public Bank,🍜 Food,Iftar,,10,Expense,,10,MYR,10
2/3/2025,Public Bank,🍜 Food,Iftar,,8,Expense,,8,MYR,8
2/3/2025,Cash,🍜 Food,Sahur,,10,Expense,,10,MYR,10
3/3/2025,Cash,🍜 Food,Iftar,,10,Expense,,10,MYR,10
3/3/2025,Public Bank,🍜 Food,Iftar,,7,Expense,,7,MYR,7
4/3/2025,Cash,Other,Other,,10,Expense,,10,MYR,10
4/3/2025,Public Bank,🍜 Food,Iftar,,16,Expense,,16,MYR,16
5/3/2025,Public Bank,🍜 Food,Iftar,,11,Expense,,11,MYR,11
6/3/2025,Cash,🍜 Food,Sahur,,6.5,Expense,,6.5,MYR,6.5
6/3/2025,Public Bank,🍜 Food,Iftar,,11,Expense,,11,MYR,11
7/3/2025,Public Bank,💰 Salary,,,2259.79,Income,,2259.79,MYR,2259.79
7/3/2025,Public Bank,Phone,Maxis,,10,Expense,,10,MYR,10
7/3/2025,Public Bank,PTPTN,,,100,Expense,,100,MYR,100
7/3/2025,Public Bank,SIMPANAN,ASB,,100,Expense,,100,MYR,100
7/3/2025,Public Bank,Other,Hutang,Pami 600,30,Expense,,30,MYR,30
7/3/2025,Public Bank,Kak Ani,,,100,Expense,,100,MYR,100
7/3/2025,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
7/3/2025,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
7/3/2025,Cash,🍜 Food,Beverages,,3.1,Expense,,3.1,MYR,3.1
8/3/2025,Cash,🚖 Transport,Bus,,1.1,Expense,,1.1,MYR,1.1
8/3/2025,Public Bank,🧘🏼 Health,Toiletries,,100.15,Expense,,100.15,MYR,100.15
8/3/2025,Public Bank,🍜 Food,Sahur,,63,Expense,,63,MYR,63
8/3/2025,Public Bank,🧘🏼 Health,Toiletries,,12.9,Expense,,12.9,MYR,12.9
8/3/2025,Cash,🚖 Transport,Bus,,1.1,Expense,,1.1,MYR,1.1
8/3/2025,Public Bank,🍜 Food,Iftar,,10,Expense,,10,MYR,10
8/3/2025,Public Bank,🍜 Food,Iftar,,8,Expense,,8,MYR,8
8/3/2025,Public Bank,🍜 Food,Sahur,,10.9,Expense,,10.9,MYR,10.9
9/3/2025,Cash,🧘🏼 Health,Dobi,,16,Expense,,16,MYR,16
9/3/2025,Public Bank,🍜 Food,Iftar,,8,Expense,,8,MYR,8
9/3/2025,Public Bank,🍜 Food,Iftar,,13,Expense,,13,MYR,13
9/3/2025,Public Bank,🍜 Food,Groceries,,9.15,Expense,,9.15,MYR,9.15
10/3/2025,Public Bank,Other,Other,Kak Fara Tiket Kapal,500,Expense,,500,MYR,500
10/3/2025,Public Bank,Phone,Maxis,,58.3,Expense,,58.3,MYR,58.3
10/3/2025,Public Bank,🍜 Food,Iftar,,7,Expense,,7,MYR,7
10/3/2025,Public Bank,🍜 Food,Iftar,,16,Expense,,16,MYR,16
10/3/2025,Public Bank,🎮 Game,Genshin Impact,,19.9,Expense,,19.9,MYR,19.9
11/3/2025,Public Bank,Other,Other,Infaq Ramadan,50,Expense,,50,MYR,50
14/3/2025,Cash,🍜 Food,Iftar,,12,Expense,,12,MYR,12
14/3/2025,Cash,🍜 Food,Sahur,,8,Expense,,8,MYR,8
14/3/2025,Cash,🍜 Food,Iftar,,8,Expense,,8,MYR,8
15/3/2025,Public Bank,🧥 Apparel,,Baju Raya,249,Expense,,249,MYR,249
15/3/2025,Public Bank,🍜 Food,Groceries,,14.1,Expense,,14.1,MYR,14.1
15/3/2025,Cash,Other,Other,Zakat,7,Expense,,7,MYR,7
15/3/2025,Public Bank,🍜 Food,Iftar,,12,Expense,,12,MYR,12
15/3/2025,Public Bank,🍜 Food,Iftar,,8,Expense,,8,MYR,8
16/3/2025,Public Bank,🍜 Food,Iftar,,10,Expense,,10,MYR,10
16/3/2025,Public Bank,🍜 Food,Sahur,,3,Expense,,3,MYR,3
16/3/2025,Public Bank,🍜 Food,Iftar,,8,Expense,,8,MYR,8
17/3/2025,Public Bank,🍜 Food,Iftar,,10,Expense,,10,MYR,10
17/3/2025,Public Bank,🍜 Food,Sahur,,6,Expense,,6,MYR,6
17/3/2025,Public Bank,🍜 Food,Iftar,,8,Expense,,8,MYR,8
18/3/2025,Public Bank,🍜 Food,Iftar,,22,Expense,,22,MYR,22
18/3/2025,Public Bank,🍜 Food,Iftar,,10,Expense,,10,MYR,10
18/3/2025,Public Bank,🍜 Food,Iftar,,4,Expense,,4,MYR,4
19/3/2025,Public Bank,🤑 Allowance,,,200,Income,,200,MYR,200
19/3/2025,Public Bank,🍜 Food,Groceries,,6.9,Expense,,6.9,MYR,6.9
20/3/2025,Public Bank,🍜 Food,Sahur,,9,Expense,,9,MYR,9
22/3/2025,Public Bank,🎮 Game,Honkai Star Rail,,19.9,Expense,,19.9,MYR,19.9
22/3/2025,Public Bank,🎮 Game,Blue Archive,,34.99,Expense,,34.99,MYR,34.99
22/3/2025,Public Bank,🍜 Food,Iftar,,13,Expense,,13,MYR,13
22/3/2025,Public Bank,🍜 Food,Sahur,,7,Expense,,7,MYR,7
22/3/2025,Public Bank,🍜 Food,Iftar,,8,Expense,,8,MYR,8
22/3/2025,Public Bank,Other,Other,Infaq Ramadan,10,Expense,,10,MYR,10
23/3/2025,Public Bank,🍜 Food,Iftar,,12,Expense,,12,MYR,12
23/3/2025,Public Bank,🍜 Food,Iftar,,8,Expense,,8,MYR,8
23/3/2025,Public Bank,🍜 Food,Iftar,,3,Expense,,3,MYR,3
23/3/2025,Public Bank,🍜 Food,Iftar,,8,Expense,,8,MYR,8
24/3/2025,Public Bank,Other,Other,Infaq Ramadan,10,Expense,,10,MYR,10
24/3/2025,Public Bank,🤑 Allowance,,,150,Income,,150,MYR,150
24/3/2025,Public Bank,🍜 Food,Iftar,,10,Expense,,10,MYR,10
24/3/2025,Public Bank,🍜 Food,Iftar,,8,Expense,,8,MYR,8
24/3/2025,Public Bank,Other,Other,Infaq Ramadan,10,Expense,,10,MYR,10
24/3/2025,Public Bank,Other,Other,,10,Expense,,10,MYR,10
25/3/2025,Public Bank,Other,Other,Infaq Ramadan,15,Expense,,15,MYR,15
26/3/2025,Cash,Other,Other,Plastik Sampah,6.9,Expense,,6.9,MYR,6.9
26/3/2025,Public Bank,Other,Other,Infaq Ramadan,10,Expense,,10,MYR,10
27/3/2025,Public Bank,🤑 Allowance,,BKK,500,Income,,500,MYR,500
27/3/2025,Public Bank,Other,Other,Infaq Ramadan,20,Expense,,20,MYR,20
28/3/2025,Public Bank,Phone,Yoodo,,17,Expense,,17,MYR,17
28/3/2025,Public Bank,🧘🏼 Health,Toiletries,,8.9,Expense,,8.9,MYR,8.9
28/3/2025,Public Bank,Other,Other,Pami,20,Expense,,20,MYR,20
28/3/2025,Cash,🍜 Food,Iftar,,10,Expense,,10,MYR,10
29/3/2025,Public Bank,🍜 Food,Groceries,,32.45,Expense,,32.45,MYR,32.45
30/3/2025,Cash,🚖 Transport,Minyak,,5,Expense,,5,MYR,5
30/3/2025,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
30/3/2025,Cash,🧘🏼 Health,Toiletries,,16,Expense,,16,MYR,16
31/3/2025,Public Bank,Other,Other,Kak Fara Tiket Kapal,550,Expense,,550,MYR,550
31/3/2025,Cash,Other,Other,,5,Expense,,5,MYR,5
2/4/2025,Public Bank,🤑 Allowance,,Duit Raya,85,Income,,85,MYR,85
2/4/2025,Cash,🤑 Allowance,,,300,Income,,300,MYR,300
3/4/2025,Cash,🍜 Food,Eating out,,5.7,Expense,,5.7,MYR,5.7
3/4/2025,Public Bank,🚖 Transport,Minyak,,0,Expense,,0,MYR,0
3/4/2025,Public Bank,🎮 Game,Arknight,,22.99,Expense,,22.99,MYR,22.99
4/4/2025,Public Bank,💰 Salary,,,1858.75,Income,,1858.75,MYR,1858.75
4/4/2025,Cash,🧘🏼 Health,Gunting Rambut,,20,Expense,,20,MYR,20
4/4/2025,Cash,🍜 Food,Beverages,,5,Expense,,5,MYR,5
4/4/2025,Public Bank,🍜 Food,Groceries,,53.25,Expense,,53.25,MYR,53.25
5/4/2025,Public Bank,Other,Other,Renew,62,Expense,,62,MYR,62
5/4/2025,Cash,🚖 Transport,Parking Ticket,,2,Expense,,2,MYR,2
5/4/2025,Cash,🧥 Apparel,,,139,Expense,,139,MYR,139
5/4/2025,Cash,🧥 Apparel,,,39.9,Expense,,39.9,MYR,39.9
5/4/2025,Bank Islam,🚖 Transport,Parking Ticket,,4,Expense,,4,MYR,4
6/4/2025,Cash,🤑 Allowance,,,100,Income,,100,MYR,100
6/4/2025,Bank Islam,🍜 Food,Eating out,,23.5,Expense,,23.5,MYR,23.5
6/4/2025,Public Bank,🚖 Transport,Train,,9.4,Expense,,9.4,MYR,9.4
6/4/2025,Cash,🧘🏼 Health,Dobi,,12,Expense,,12,MYR,12
6/4/2025,Cash,🍜 Food,Beverages,,8.4,Expense,,8.4,MYR,8.4
6/4/2025,Cash,Touch N Go,,,50,Expense,,50,MYR,50
6/4/2025,Bank Islam,Public Bank,,Sewa Rumah,250,Transfer-Out,,250,MYR,250
6/4/2025,Public Bank,Rent,,,476.63,Expense,,476.63,MYR,476.63
7/4/2025,Public Bank,Kak Ani,,,100,Expense,,100,MYR,100
7/4/2025,Public Bank,Other,Hutang,Pami 570,30,Expense,,30,MYR,30
7/4/2025,Public Bank,Phone,Maxis,,61.5,Expense,,61.5,MYR,61.5
7/4/2025,Public Bank,Phone,Maxis,Mak,10,Expense,,10,MYR,10
7/4/2025,Bank Islam,Public Bank,,Sewa,130,Transfer-Out,,130,MYR,130
7/4/2025,Public Bank,Bank Islam,,Sewa,450,Transfer-Out,,450,MYR,450
7/4/2025,Public Bank,PTPTN,,,150,Expense,,150,MYR,150
7/4/2025,Public Bank,SIMPANAN,ASB,,250,Expense,,250,MYR,250
7/4/2025,Cash,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5
7/4/2025,Cash,🍜 Food,Dinner,,7,Expense,,7,MYR,7
7/4/2025,Cash,🍜 Food,Groceries,,6.6,Expense,,6.6,MYR,6.6
8/4/2025,Public Bank,🍜 Food,Dinner,,10.8,Expense,,10.8,MYR,10.8
9/4/2025,Public Bank,Cash,,Makanan April,450,Transfer-Out,,450,MYR,450
9/4/2025,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
9/4/2025,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5
9/4/2025,Cash,🍜 Food,Groceries,,14.9,Expense,,14.9,MYR,14.9
10/4/2025,Cash,🍜 Food,Lunch,,7,Expense,,7,MYR,7
10/4/2025,Cash,🚖 Transport,Bus,,1.1,Expense,,1.1,MYR,1.1
10/4/2025,Public Bank,Other,Computer,Charger,189,Expense,,189,MYR,189
10/4/2025,Public Bank,🍜 Food,Eating out,,30,Expense,,30,MYR,30
10/4/2025,Public Bank,🚖 Transport,Grabcar,,13,Expense,,13,MYR,13
11/4/2025,Public Bank,Other,Shopee,Rice Cooker,83.9,Expense,,83.9,MYR,83.9
11/4/2025,Public Bank,Other,Shopee,Resume Review,80,Expense,,80,MYR,80
11/4/2025,Bank Islam,Public Bank,,,250,Transfer-Out,,250,MYR,250
11/4/2025,Public Bank,🍜 Food,Dinner,,14,Expense,,14,MYR,14
11/4/2025,Bank Islam,🤑 Allowance,,,69,Income,,69,MYR,69
12/4/2025,Cash,🧘🏼 Health,Dobi,,16,Expense,,16,MYR,16
12/4/2025,Cash,🍜 Food,Eating out,,27,Expense,,27,MYR,27
12/4/2025,Cash,🧥 Apparel,,Kasut Kerja,182,Expense,,182,MYR,182
12/4/2025,Bank Islam,🧥 Apparel,,,119.8,Expense,,119.8,MYR,119.8
12/4/2025,Public Bank,🧘🏼 Health,Toiletries,,28.7,Expense,,28.7,MYR,28.7
12/4/2025,Public Bank,🤑 Allowance,,,100,Income,,100,MYR,100
13/4/2025,Cash,🍜 Food,Lunch,,6,Expense,,6,MYR,6
13/4/2025,Cash,🍜 Food,Dinner,,6,Expense,,6,MYR,6
14/4/2025,Public Bank,Other,Shopee,Career Coaching,70,Expense,,70,MYR,70
14/4/2025,Public Bank,Other,Shopee,Interview Coaching,90,Expense,,90,MYR,90
14/4/2025,Public Bank,🍜 Food,Groceries,,56.3,Expense,,56.3,MYR,56.3
16/4/2025,Public Bank,Other,Shopee,Creatine,42,Expense,,42,MYR,42
16/4/2025,Public Bank,Other,Shopee,Scoop,5.5,Expense,,5.5,MYR,5.5
16/4/2025,Public Bank,🍜 Food,Groceries,,8.6,Expense,,8.6,MYR,8.6
17/4/2025,Public Bank,Other,Hutang,Zamri,50,Expense,,50,MYR,50
19/4/2025,Cash,🍜 Food,Eating out,,8.8,Expense,,8.8,MYR,8.8
19/4/2025,Public Bank,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8
19/4/2025,Cash,🍜 Food,Dinner,,15.3,Expense,,15.3,MYR,15.3
20/4/2025,Cash,🚖 Transport,Bus,,2,Expense,,2,MYR,2
20/4/2025,Cash,Other,Other,,5,Expense,,5,MYR,5
20/4/2025,Public Bank,🧘🏼 Health,Toiletries,,22,Expense,,22,MYR,22
20/4/2025,Cash,🍜 Food,Eating out,,18.55,Expense,,18.55,MYR,18.55
20/4/2025,Bank Islam,Public Bank,,,100,Transfer-Out,,100,MYR,100
20/4/2025,Public Bank,🍜 Food,Groceries,,50,Expense,,50,MYR,50
22/4/2025,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
23/4/2025,Cash,🍜 Food,Lunch,,7,Expense,,7,MYR,7
24/4/2025,Public Bank,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8
24/4/2025,Cash,🍜 Food,Dinner,,14.9,Expense,,14.9,MYR,14.9
27/4/2025,Public Bank,Phone,Yoodo,,17,Expense,,17,MYR,17
27/4/2025,Public Bank,🍜 Food,Dinner,,11.5,Expense,,11.5,MYR,11.5
28/4/2025,Bank Islam,🧘🏼 Health,Medical Checkup,,87,Expense,,87,MYR,87
28/4/2025,Cash,🍜 Food,Breakfast,,7.9,Expense,,7.9,MYR,7.9
28/4/2025,Cash,🍜 Food,Dinner,,12,Expense,,12,MYR,12
29/4/2025,Public Bank,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8
29/4/2025,Cash,🍜 Food,Beverages,,5,Expense,,5,MYR,5
29/4/2025,Cash,🍜 Food,Dinner,,15.3,Expense,,15.3,MYR,15.3
29/4/2025,Public Bank,🍜 Food,Groceries,,34.4,Expense,,34.4,MYR,34.4
30/4/2025,Bank Islam,Rent,,,450,Expense,,450,MYR,450
1/5/2025,Cash,🍜 Food,Dinner,,17,Expense,,17,MYR,17
1/5/2025,Public Bank,🎮 Game,Honkai Star Rail,,19.9,Expense,,19.9,MYR,19.9
3/5/2025,Cash,🧘🏼 Health,Dobi,,17,Expense,,17,MYR,17
3/5/2025,Public Bank,Other,Other,AWS,3.18,Expense,,3.18,MYR,3.18
